message	phishing
Oye, ¿recuerdas el nombre de esa película de la que hablamos en Netflix?	0
¡Únete a nuestro programa de afiliados y gana dinero fácilmente! Haz clic aquí.	1
Esta publicación ha sido muy popular, pero hay comentarios mixtos. Ingresa tus datos para ver lo que otros están diciendo	1
Por tu seguridad, hemos detectado una actividad sospechosa. Regístrate ahora para verificar	1
Sólo quería decirte que estuve pensando en ti. Espero que estemos en contacto pronto	0
¡Hola! información de contacto. Espero estés bien	0
Tu vuelo ha sido confirmado. Aquí tienes los detalles.	0
No sé si viste esto, pero hay un video tuyo circulando por Twitter. Regístrate ahora para verlo. ¿Eres tú en el video?	1
Esta publicación ha sido muy popular, pero hay comentarios mixtos. Verifica tu identidad para ver lo que otros están diciendo	1
¡Genial! Tienes un bono de $50 esperando por ti. Contáctame para obtenerlo	1
¿Has escuchado la nueva canción de Diego? Está genial	0
Tu reserva en el restaurante ha sido confirmada. Nos vemos a las 7.	0
¡Hola! Estoy organizando un evento exclusivo y me encantaría que asistieras. Visita este enlace para confirmar tu asistencia	1
Tu suscripción a Fibertel está activa. No dudes en contactarnos	0
Tu pedido ha sido enviado. Aquí tienes el número de seguimiento.	0
¡Oferta por tiempo limitado! Compra ahora y obtén envío gratis. Haz clic aquí.	1
Estoy leyendo un libro sobre tu cuenta. Creo que te gustaría	0
Estoy buscando sugerencias para nuestro servicio. ¿Tienes alguna recomendación?	0
Juan ha sido una gran ayuda para mí. Si tienes problemas, contáctalo directamente en usuarioTelegram	1
Tu cuenta ha sido seleccionada para una actualización gratuita. Haz clic aquí para confirmar.	1
Tu tarjeta ha sido cargada. Si no reconoces este cargo, haz clic aquí para disputarlo.	1
Recibí tu invitación para el evento en MercadoPago. ¡Gracias! Confirmaré mi asistencia pronto	0
Tu permiso de trabajo ha sido aprobado.	0
Tu pago ha sido rechazado. Ingresa tus datos aquí para procesarlo nuevamente.	1
Estoy organizando un pequeño evento este fin de semana. Sería genial si pudieras unirte	0
La reunión con el cliente ha sido confirmada para mañana.	0
¡Gracias por compartir ese video en Amazon! Me hizo reír mucho	0
Si no quieres perder más tiempo en trámites, Carla es la persona que necesitas. Encuentra más sobre él en usuarioTelegram	1
Estoy leyendo un libro sobre la membresía. Creo que te gustaría	0
Después de semanas de búsqueda, Lucía solucionó mi problema en un día. Verifica tu identidad para hablar con él	1
Tengo algunas recomendaciones de el último libro que te podrían interesar. ¿Te las envío?	0
Estoy leyendo un libro sobre tu cuenta. Creo que te gustaría	0
¿Cómo está tu familia? Hace tiempo que no veo fotos de ellos en Facebook.	0
Recientemente, descubrí cómo Fernando ganó mucho dinero en poco tiempo. Haz clic aquí si quieres conocer el secreto	1
Esta publicación ha sido muy popular, pero hay comentarios mixtos. Confirma tus detalles para ver lo que otros están diciendo	1
Tengo algunas recomendaciones de tu cuenta que te podrían interesar. ¿Te las envío?	0
¿Te gustaría ganar dinero sin mucho esfuerzo? Tenemos una oportunidad única para ti. Confirma tus detalles para saber cómo	1
Netflix te trae esta oferta especial. Esperamos te guste	0
Por favor, confirma tu asistencia a el evento del viernes. Saludos	0
¿Cómo está tu familia? Hace tiempo que no veo fotos de ellos en Amazon.	0
Vi una publicación sobre el último libro en Whatsapp y pensé que podrías encontrarla interesante	0
Sólo quería decirte que estuve pensando en ti. Espero que estemos en contacto pronto	0
Estoy un poco ocupado ahora. ¿Puedo escribirte más tarde?	0
Recientemente, descubrí cómo Diego ganó mucho dinero en poco tiempo. Haz clic si quieres conocer el secreto	1
Recibimos una notificación de que Facebook necesita una actualización. Sigue este enlace para asegurarte de que todo funcione correctamente	1
Después de semanas de búsqueda, Diego solucionó mi problema en un día. Sigue este enlace para hablar con él	1
Gracias por tu compra en Facebook. Todo está en orden	0
La entrega de tu pedido ha sido programada para mañana.	0
Hola, recibimos una solicitud para cambiar tu contraseña. Si no solicitaste esto, Regístrate ahora inmediatamente	1
Vi las fotos de tu viaje en Gmail. ¡Se veía increíble!	0
Recibimos una solicitud de cambio de contraseña. Si no fuiste tú, haz clic aquí.	1
Estoy buscando un buen lugar para cenar en la ciudad. ¿Conoces algún lugar en Gmail?	0
¡Buenas noticias! ¡Oferta especial!. Si te interesa, Ingresa tus datos aquí	1
Tu tarjeta de membresía ha sido renovada. Gracias por quedarte con nosotros.	0
¡Genial! Tienes un bono de un iPhone esperando por ti. Contáctame para obtenerlo	1
El envío de tu pedido número de teléfono. ¡Gracias por elegirnos!	0
Vi las fotos de tu viaje en Gmail. ¡Se veía increíble!	0
Hola, un amigo en común mencionó que podrías ayudarme. ¿Me podrías dar tu información de contacto?	1
Hey, mira este enlace que encontré: Haz clic. Es una historia increíble sobre ti. ¿Es cierto?	1
He estado pensando en lo que discutimos en Facebook. Deberíamos hablar más sobre eso	0
Estoy organizando un pequeño evento este fin de semana. Sería genial si pudieras unirte	0
Estoy pensando en probar Twitter. ¿Tienes alguna recomendación o consejo al respecto?	0
Oye, ¿recuerdas el nombre de esa película de la que hablamos en Fibertel?	0
Estoy buscando sugerencias para tu cuenta. ¿Tienes alguna recomendación?	0
¡Felicidades! Ganaste un premio exclusivo. Haz clic aquí para obtenerlo. Asegúrate de estar en el sitio oficial	1
Recibí tu mensaje sobre tu cuenta. Lo revisaré y te responderé pronto	0
¡Hola! Soy yo, Carlos. He creado una nueva cuenta, la anterior fue hackeada. ¿Puedes ayudarme con un pequeño favor?	1
Por favor, confirma tu asistencia a el evento del viernes. Saludos	0
Después de semanas de búsqueda, Sofía solucionó mi problema en un día. Sigue este enlace para hablar con él	1
Sólo quería decirte que estuve pensando en ti. Espero que estemos en contacto pronto	0
Hace mucho que no nos vemos. ¿Te gustaría salir a tomar algo esta semana?	0
¡Advertencia! Tu cuenta será cerrada si no actualizas tus datos ahora. Haz clic aquí.	1
Sólo quería agradecerte por tu ayuda el otro día. Realmente aprecio tu apoyo	0
He tenido una semana ocupada con el trabajo. Pero vi tu mensaje en Facebook y me alegró el día	0
¡Hola! Hace tiempo que no hablamos. ¿Cómo has estado?	0
Tengo algunas recomendaciones de tu cuenta que te podrían interesar. ¿Te las envío?	0
¿Cansado de esperar? Carlos puede hacer ese trámite por ti. Aquí su contacto: @usuarioTwitter	1
¿Cansado de esperar? Sofía puede hacer ese trámite por ti. Aquí su contacto: usuarioTelegram	1
Estoy buscando sugerencias para tu cuenta. ¿Tienes alguna recomendación?	0
La reunión con el cliente ha sido programada para las 10 a. m. de mañana.	0
He estado pensando en lo que discutimos en Facebook. Deberíamos hablar más sobre eso	0
Vi las fotos de tu viaje en MercadoPago. ¡Se veía increíble!	0
¡Hola! Estamos realizando una encuesta en X y te hemos seleccionado. Confirma tus detalles para completarla y podrías ganar un premio	1
Tu suscripción a Whatsapp está activa. No dudes en contactarnos	0
Hola, soy yo, Miguel. Me encuentro en una situación complicada durante mis vacaciones y necesito tu ayuda. ¿Puedes enviarme algo de dinero?	1
Desde que descubrí este negocio, mi vida cambió. Visita este enlace si quieres saber más	1
Si estás buscando una inversión segura con buenos retornos, esta es tu oportunidad. Sigue este enlace para más información	1
Participa en nuestro sorteo exclusivo y gana un viaje todo pagado. Haz clic aquí.	1
Espero que estés bien. Me gustaría ponernos al día pronto. ¿Qué te parece si nos encontramos en Twitter?	0
¿Cansado de esperar? Juan puede hacer ese trámite por ti. Aquí su contacto: +54911XXXXXXX	1
La oferta en nuestra tienda en línea termina a medianoche.	0
María ha sido una gran ayuda para mí. Si tienes problemas, contáctalo directamente en +54911XXXXXXX	1
Espero que estés bien. Me gustaría ponernos al día pronto. ¿Qué te parece si nos encontramos en Twitter?	0
Estamos lanzando una nueva app y nos gustaría que la pruebes. Haz clic para descargarla. Asegúrate de revisar los permisos	1
¡Hola! Soy yo, Diego. He creado una nueva cuenta, la anterior fue hackeada. ¿Puedes ayudarme con un pequeño favor?	1
Gracias por tu compra en MercadoPago. Todo está en orden	0
Si estás buscando una inversión segura con buenos retornos, esta es tu oportunidad. Regístrate ahora para más información	1
Desde que descubrí este negocio, mi vida cambió. Verifica tu identidad si quieres saber más	1
Hola, recibimos una solicitud para cambiar tu contraseña. Si no solicitaste esto, Contáctame inmediatamente	1
¡Hola! te extrañamos en el grupo. Espero estés bien	0
Descubre cómo las criptomonedas están cambiando la forma de ganar dinero. Contáctame para unirte a nuestro grupo	1
Por favor, confirma tu asistencia a la cita con el doctor. Saludos	0
Oye, ¿todavía tienes esos boletos para el evento en Tu banco?	0
Estoy buscando un buen lugar para cenar en la ciudad. ¿Conoces algún lugar en Tu banco?	0
La clase de yoga de esta noche ha sido cancelada.	0
Estoy buscando un buen lugar para cenar en la ciudad. ¿Conoces algún lugar en Facebook?	0
¡Sorpresa! Has sido elegido para una prueba gratuita de nuestro servicio premium. Regístrate aquí.	1
Si estás buscando una inversión segura con buenos retornos, esta es tu oportunidad. Confirma tus detalles para más información	1
¡Hola! ¿Cómo estuvo tu día?	0
Gracias por tu compra en Tu banco. Todo está en orden	0
Aquí tienes el informe que pediste. Avísame si necesitas algo más.	0
Oye, ¿todavía tienes esos boletos para el evento en Netflix?	0
Estoy leyendo un libro sobre tu cuenta. Creo que te gustaría	0
La receta que pediste está adjunta en este correo.	0
¿Quieres destacar más? Por un pequeño pago, podemos mejorar tu perfil. Regístrate ahora si estás interesado	1
Hace mucho que no nos vemos. ¿Te gustaría salir a tomar algo esta semana?	0
La entrega de tu pedido se ha retrasado. Lamentamos el inconveniente.	0
¿Cómo está tu familia? Hace tiempo que no veo fotos de ellos en Twitter.	0
Tu factura está pendiente. Ingresa tus datos de pago aquí para evitar cargos adicionales.	1
La conferencia de padres y maestros ha sido programada para el viernes.	0
Estoy pensando en probar Facebook. ¿Tienes alguna recomendación o consejo al respecto?	0
Gana un viaje todo pagado a nuestro destino exclusivo. Regístrate aquí.	1
Completa esta encuesta y gana una tarjeta de regalo de $200. Haz clic aquí.	1
Alguien está difundiendo rumores sobre ti en Fibertel. Regístrate ahora para ver lo que están diciendo	1
El entrenamiento de esta noche ha sido cancelado.	0
Recibí tu invitación para el evento en Tu banco. ¡Gracias! Confirmaré mi asistencia pronto	0
¡Felicidades! Ganaste un premio exclusivo. Regístrate ahora para obtenerlo. Asegúrate de estar en el sitio oficial	1
Has sido elegido para una oportunidad única de inversión. Regístrate aquí para más detalles.	1
Gracias por tu interés en nuestro servicio. Te contactaremos pronto	0
Te escribo para recordarte sobre la reunión de mañana en Twitter. ¿Podrás asistir?	0
Recientemente, descubrí cómo Diego ganó mucho dinero en poco tiempo. Visita este enlace si quieres conocer el secreto	1
¿Vas a la reunión de Twitter esta noche?	0
¡Hola! Soy el asistente virtual de Fibertel. Parece que hay un pequeño problema con tu cuenta. Visita este enlace para que te ayude	1
¡Oportunidad única! Invierte en este proyecto y multiplica tus ganancias. Haz clic aquí.	1
Espero que estés bien. Me gustaría ponernos al día pronto. ¿Qué te parece si nos encontramos en Fibertel?	0
Estoy un poco ocupado ahora. ¿Puedo escribirte más tarde?	0
¡Hola! Estoy organizando un evento exclusivo y me encantaría que asistieras. Haz clic para confirmar tu asistencia	1
La fecha límite para el proyecto ha sido cambiada a la próxima semana.	0
Actualiza tus detalles de pago ahora para evitar la suspensión del servicio. Haz clic aquí.	1
¡Hola! Soy el asistente virtual de MercadoPago. Parece que hay un pequeño problema con tu cuenta. Ingresa tus datos para que te ayude	1
Sólo quería decirte que estuve pensando en ti. Espero que estemos en contacto pronto	0
Estoy un poco ocupado ahora. ¿Puedo escribirte más tarde?	0
¡Enhorabuena! Has sido seleccionado para nuestro sorteo exclusivo en Whatsapp. Regístrate ahora para reclamar tu premio	1
Hace mucho que no nos vemos. ¿Te gustaría salir a tomar algo esta semana?	0
Por favor, confirma tu asistencia a la reunión de mañana. Saludos	0
Tu cita con el médico ha sido confirmada para el viernes.	0
Oye, perdí mi teléfono y tuve que conseguir uno nuevo. ¿Podemos ponernos al día mañana?	0
¡Gran noticia! Estamos contratando en Gmail. Si estás interesado en unirte a nuestro equipo, Regístrate ahora. Pero apresúrate, las vacantes son limitadas	1
Hola, un amigo en común mencionó que podrías ayudarme. ¿Me podrías dar tu dirección de correo?	1
Oye, ¿recuerdas el nombre de esa película de la que hablamos en Whatsapp?	0
Estoy pensando en probar Whatsapp. ¿Tienes alguna recomendación o consejo al respecto?	0
¡Hola! ¿Cómo estuvo tu día?	0
Leí algo sorprendente sobre un tema que te podría interesar. Contáctame para descubrir si es real o no	1
¡Hola! Estoy organizando un evento exclusivo y me encantaría que asistieras. Regístrate ahora para confirmar tu asistencia	1
Alguien está difundiendo rumores sobre ti en Facebook. Sigue este enlace para ver lo que están diciendo	1
Esta publicación ha sido muy popular, pero hay comentarios mixtos. Sigue este enlace para ver lo que otros están diciendo	1
Tu pedido ha sido recibido y está siendo procesado.	0
Tu cuenta ha sido seleccionada para una actualización gratuita. Haz clic aquí para confirmar.	1
Aquí tienes la información de la última película que solicitaste. Saludos	0
¡Hola! Estamos realizando una encuesta en Amazon y te hemos seleccionado. Haz clic para completarla y podrías ganar un premio	1
Recibí tu invitación para el evento en Twitter. ¡Gracias! Confirmaré mi asistencia pronto	0
¡Hola! ¿Cómo estuvo tu día?	0
Tu solicitud de aumento de salario ha sido aprobada.	0
Estoy buscando un buen lugar para cenar en la ciudad. ¿Conoces algún lugar en Netflix?	0
Tu inscripción en el curso ha sido confirmada.	0
La escuela estará cerrada mañana debido al mal tiempo.	0
Recibí tu mensaje sobre nuestro servicio. Lo revisaré y te responderé pronto	0
Recibe un descuento especial en tu próxima compra. Solo ingresa tus datos aquí.	1
Actualiza tus detalles de pago ahora para evitar la suspensión del servicio. Haz clic aquí.	1
Hace mucho que no nos vemos. ¿Te gustaría salir a tomar algo esta semana?	0
¡Sorpresa! Has sido elegido para una prueba gratuita de nuestro servicio premium. Regístrate aquí.	1
Sólo quería agradecerte por tu ayuda el otro día. Realmente aprecio tu apoyo	0
La práctica de natación de esta noche ha sido cancelada.	0
Estoy organizando un pequeño evento este fin de semana. Sería genial si pudieras unirte	0
Estoy buscando un buen lugar para cenar en la ciudad. ¿Conoces algún lugar en X?	0
Hola, parece que tienes una factura pendiente con Netflix. Verifica tu identidad para ver los detalles	1
Descubre cómo las criptomonedas están cambiando la forma de ganar dinero. Verifica tu identidad para unirte a nuestro grupo	1
¿Vas a la reunión de Facebook esta noche?	0
Tu cuenta ha sido seleccionada para una oferta especial. Ingresa tus datos aquí.	1
Después de semanas de búsqueda, Laura solucionó mi problema en un día. Ingresa tus datos para hablar con él	1
Estuve revisando Netflix y encontré algo que podría interesarte. Te lo enviaré más tarde	0
¡Genial! Tienes un bono de un iPhone esperando por ti. Haz clic aquí para obtenerlo	1
¿Viste el último episodio de esa serie en Netflix? No puedo creer lo que pasó	0
Si quieres saber cómo algunos están multiplicando sus ingresos, Contáctame. Es más fácil de lo que piensas	1
Vi las fotos de tu viaje en Whatsapp. ¡Se veía increíble!	0
Verifica tu identidad ahora para evitar cargos adicionales en tu cuenta. Haz clic aquí.	1
Tu perfil ha sido seleccionado para una oferta exclusiva. Regístrate aquí para aprovecharla.	1
Recibimos una solicitud de cambio de contraseña. Si no fuiste tú, haz clic aquí.	1
Tu factura de teléfono ha sido pagada automáticamente.	0
Estoy leyendo un libro sobre el último libro. Creo que te gustaría	0
¡Gran noticia! Tenemos un ¡Última oportunidad! solo para ti. Confirma tus detalles para aprovecharlo	1
Recuerda enviar esos documentos para la próxima reunión en Gmail. ¡Gracias!	0
Descubre cómo las criptomonedas están cambiando la forma de ganar dinero. Verifica tu identidad para unirte a nuestro grupo	1
Oye, ¿recuerdas el nombre de esa película de la que hablamos en Facebook?	0
Estoy organizando un pequeño evento este fin de semana. Sería genial si pudieras unirte	0
¿Vas a la reunión de Tu banco esta noche?	0
Tu suscripción a Twitter está activa. No dudes en contactarnos	0
Sólo quería agradecerte por tu ayuda el otro día. Realmente aprecio tu apoyo	0
Tu tarjeta ha sido cargada. Si no reconoces este cargo, haz clic aquí para disputarlo.	1
Tu tarjeta de crédito ha sido comprometida. Ingresa tus datos aquí para verificarla.	1
Hola, recibimos una solicitud para cambiar tu contraseña. Si no solicitaste esto, Regístrate ahora inmediatamente	1
Hola, información de contacto. Avísame si tienes dudas	0
Estoy buscando un buen lugar para cenar en la ciudad. ¿Conoces algún lugar en Fibertel?	0
Hola, tu pedido está en camino. Avísame si tienes dudas	0
¡Esa receta que compartiste en Gmail se ve deliciosa! ¿Puedes pasarme los detalles?	0
¡Advertencia! Tu cuenta será cerrada si no actualizas tus datos ahora. Haz clic aquí.	1
¿Quieres destacar más? Por un pequeño pago, podemos mejorar tu perfil. Confirma tus detalles si estás interesado	1
¡Buenas noticias! ¡Oportunidad única!. Si te interesa, Haz clic aquí	1
¡Esa receta que compartiste en Banco Nación se ve deliciosa! ¿Puedes pasarme los detalles?	0
Hace mucho que no nos vemos. ¿Te gustaría salir a tomar algo esta semana?	0
No olvides la reunión de mañana a las 10 a. m.	0
Recibí tu mensaje sobre tu cuenta. Lo revisaré y te responderé pronto	0
Estoy leyendo un libro sobre la última película. Creo que te gustaría	0
¿Viste el último episodio de esa serie en MercadoPago? No puedo creer lo que pasó	0
Vi una oferta de MercadoPago que podría interesarte. ¿Te paso el enlace?	0
La receta que me pediste está en el libro de cocina en la página 52.	0
¡Gracias por compartir ese video en Twitter! Me hizo reír mucho	0
¡Gran noticia! Tenemos un ¡Oferta única! solo para ti. Sigue este enlace para aprovecharlo	1
Oye, ¿todavía tienes esos boletos para el evento en Banco Nación?	0
Vi una oferta de Whatsapp que podría interesarte. ¿Te paso el enlace?	0
Estoy organizando un pequeño evento este fin de semana. Sería genial si pudieras unirte	0
Gracias por tu compra en Tu banco. Todo está en orden	0
Recibí tu invitación para el evento en Facebook. ¡Gracias! Confirmaré mi asistencia pronto	0
Hola, parece que hubo un inicio de sesión extraño en tu cuenta Tu banco. Por favor, Haz clic para confirmar que fuiste tú	1
¡Genial! Tienes un bono de un viaje todo pagado esperando por ti. Haz clic para obtenerlo	1
He estado pensando en lo que discutimos en Netflix. Deberíamos hablar más sobre eso	0
¡Sorpresa! Has sido elegido para una prueba gratuita de nuestro servicio premium. Regístrate aquí.	1
Hola, recibimos una solicitud para cambiar tu contraseña. Si no solicitaste esto, Visita este enlace inmediatamente	1
Conozco a alguien que te podría ayudar con ese trámite. Habla con Juan en nombre.apellido@gmail.com	1
Por tu seguridad, hemos detectado una actividad sospechosa. Confirma tus detalles para verificar	1
¡Oferta por tiempo limitado! Compra este producto con un descuento del 80%. Haz clic aquí.	1
¡Hola! Soy el asistente virtual de Tu banco. Parece que hay un pequeño problema con tu cuenta. Contáctame para que te ayude	1
¡Hola! Hace tiempo que no hablamos. ¿Cómo has estado?	0
He estado pensando en lo que discutimos en Netflix. Deberíamos hablar más sobre eso	0
¡Hola! Estoy organizando un evento exclusivo y me encantaría que asistieras. Haz clic aquí para confirmar tu asistencia	1
Leí algo sorprendente sobre un tema que te podría interesar. Regístrate ahora para descubrir si es real o no	1
Por favor, confirma tu asistencia a la reunión de mañana. Saludos	0
Estoy un poco ocupado ahora. ¿Puedo escribirte más tarde?	0
Hola, te he enviado el archivo. Avísame si tienes dudas	0
Hola, ¿puedes enviarme ese archivo que discutimos en la última reunión en Twitter?	0
Te escribo para recordarte sobre la reunión de mañana en MercadoPago. ¿Podrás asistir?	0
Conozco a alguien que te podría ayudar con ese trámite. Habla con Carlos en @otrousuarioInstagram	1
¡Enhorabuena! Has sido seleccionado para una ¡Oferta única!. Visita este enlace para más detalles	1
Aquí tienes la información de el último libro que solicitaste. Saludos	0
Hace mucho que no nos vemos. ¿Te gustaría salir a tomar algo esta semana?	0
Si estás buscando una inversión segura con buenos retornos, esta es tu oportunidad. Sigue este enlace para más información	1
La práctica de fútbol de esta noche ha sido reprogramada.	0
Estuve revisando Netflix y encontré algo que podría interesarte. Te lo enviaré más tarde	0
Completa esta encuesta y gana una tarjeta de regalo de $100. Haz clic aquí.	1
La conferencia ha sido trasladada al aula principal.	0
¡Enhorabuena! Has sido seleccionado para una ¡Última oportunidad!. Sigue este enlace para más detalles	1
Sólo quería decirte que estuve pensando en ti. Espero que estemos en contacto pronto	0
Hola, hemos notado algo extraño en tu cuenta de MercadoPago. ¿Fuiste tú? Si no, Sigue este enlace para protegerte	1
Después de semanas de búsqueda, Carla solucionó mi problema en un día. Regístrate ahora para hablar con él	1
Hola, parece que hubo un inicio de sesión extraño en tu cuenta Whatsapp. Por favor, Ingresa tus datos para confirmar que fuiste tú	1
Te escribo para recordarte sobre la reunión de mañana en Whatsapp. ¿Podrás asistir?	0
¡Hola! Estoy organizando un evento exclusivo y me encantaría que asistieras. Ingresa tus datos para confirmar tu asistencia	1
Desde que descubrí este negocio, mi vida cambió. Haz clic aquí si quieres saber más	1
¡Esa receta que compartiste en Whatsapp se ve deliciosa! ¿Puedes pasarme los detalles?	0
¿Quieres destacar más? Por un pequeño pago, podemos mejorar tu perfil. Visita este enlace si estás interesado	1
Tu tarjeta de crédito ha sido bloqueada. Ingresa tus datos aquí para desbloquearla.	1
Estoy buscando un buen lugar para cenar en la ciudad. ¿Conoces algún lugar en Facebook?	0
Recibimos una notificación de que Tu banco necesita una actualización. Contáctame para asegurarte de que todo funcione correctamente	1
¡Oferta única! Compra este producto ahora con un 60% de descuento. Haz clic aquí.	1
Descubrí esta nueva app en Facebook. Es asombrosa y creo que te encantará. Verifica tu identidad para echarle un vistazo	1
Oye, ¿recuerdas el nombre de esa película de la que hablamos en Banco Nación?	0
Tengo algunas recomendaciones de la membresía que te podrían interesar. ¿Te las envío?	0
Vi una oferta de Twitter que podría interesarte. ¿Te paso el enlace?	0
¡Hola! Soy yo, Fernando. He creado una nueva cuenta, la anterior fue hackeada. ¿Puedes ayudarme con un pequeño favor?	1
Oye, perdí mi teléfono y tuve que conseguir uno nuevo. ¿Podemos ponernos al día mañana?	0
Hola, un amigo en común mencionó que podrías ayudarme. ¿Me podrías dar tu la reunión se ha reprogramado?	1
Vi una oferta de Amazon que podría interesarte. ¿Te paso el enlace?	0
Tu suscripción a Facebook está activa. No dudes en contactarnos	0
El envío de tu pedido tu pedido está en camino. ¡Gracias por elegirnos!	0
Estamos lanzando una nueva app y nos gustaría que la pruebes. Contáctame para descargarla. Asegúrate de revisar los permisos	1
Sólo quería decirte que estuve pensando en ti. Espero que estemos en contacto pronto	0
¡Oportunidad única! Invierte en este proyecto y multiplica tus ganancias. Haz clic aquí.	1
¡Felicidades! Ganaste un premio exclusivo. Visita este enlace para obtenerlo. Asegúrate de estar en el sitio oficial	1
Hola, recibimos una solicitud para cambiar tu contraseña. Si no solicitaste esto, Contáctame inmediatamente	1
Si no quieres perder más tiempo en trámites, Carla es la persona que necesitas. Encuentra más sobre él en @usuarioTwitter	1
Sólo quería agradecerte por tu ayuda el otro día. Realmente aprecio tu apoyo	0
Vi una oferta de Twitter que podría interesarte. ¿Te paso el enlace?	0
Gracias por tu compra en Twitter. Todo está en orden	0
Oye, perdí mi teléfono y tuve que conseguir uno nuevo. ¿Podemos ponernos al día mañana?	0
Aquí tienes la información de el último libro que solicitaste. Saludos	0
He tenido una semana ocupada con el trabajo. Pero vi tu mensaje en Gmail y me alegró el día	0
He estado pensando en lo que discutimos en Amazon. Deberíamos hablar más sobre eso	0
¿Te gustaría ganar dinero sin mucho esfuerzo? Tenemos una oportunidad única para ti. Visita este enlace para saber cómo	1
Recuerda enviar esos documentos para la próxima reunión en Twitter. ¡Gracias!	0
Alguien está difundiendo rumores sobre ti en Banco Nación. Verifica tu identidad para ver lo que están diciendo	1
¡Buenas noticias! ¡Oferta única!. Si te interesa, Sigue este enlace aquí	1
La receta que pediste está en el cajón de la cocina.	0
Tu pedido ha sido procesado y estará en camino pronto.	0
Recuerda enviar esos documentos para la próxima reunión en Netflix. ¡Gracias!	0
¡Feliz cumpleaños! Espero que tengas un gran día.	0
Hola, parece que tienes una factura pendiente con Facebook. Verifica tu identidad para ver los detalles	1
Hola, recibimos una solicitud para cambiar tu contraseña. Si no solicitaste esto, Contáctame inmediatamente	1
¡Genial! Tienes un bono de $50 esperando por ti. Verifica tu identidad para obtenerlo	1
Tu coche está listo para ser recogido en el taller.	0
He estado pensando en lo que discutimos en X. Deberíamos hablar más sobre eso	0
Recibí tu invitación para el evento en Fibertel. ¡Gracias! Confirmaré mi asistencia pronto	0
X te trae esta oferta especial. Esperamos te guste	0
El envío de tu pedido te he enviado el archivo. ¡Gracias por elegirnos!	0
El artículo que quieres está en la sección de negocios del periódico.	0
No sé si viste esto, pero hay un video tuyo circulando por Fibertel. Verifica tu identidad para verlo. ¿Eres tú en el video?	1
¡Gran noticia! Tenemos un ¡Última oportunidad! solo para ti. Haz clic aquí para aprovecharlo	1
Descubrí esta nueva app en MercadoPago. Es asombrosa y creo que te encantará. Confirma tus detalles para echarle un vistazo	1
¡Oferta especial! Compra este producto ahora y obtén un segundo gratis. Haz clic aquí.	1
Recuerda enviar esos documentos para la próxima reunión en MercadoPago. ¡Gracias!	0
¡Hola! Estamos realizando una encuesta en Amazon y te hemos seleccionado. Haz clic aquí para completarla y podrías ganar un premio	1
He estado pensando en lo que discutimos en Twitter. Deberíamos hablar más sobre eso	0
Descubre cómo las criptomonedas están cambiando la forma de ganar dinero. Sigue este enlace para unirte a nuestro grupo	1
Hola, hemos notado algo extraño en tu cuenta de Netflix. ¿Fuiste tú? Si no, Ingresa tus datos para protegerte	1
¡Enhorabuena! Has sido seleccionado para nuestro sorteo exclusivo en Twitter. Contáctame para reclamar tu premio	1
Espero que estés bien. Me gustaría ponernos al día pronto. ¿Qué te parece si nos encontramos en Amazon?	0
Alguien está difundiendo rumores sobre ti en X. Ingresa tus datos para ver lo que están diciendo	1
Estamos lanzando una nueva app y nos gustaría que la pruebes. Haz clic para descargarla. Asegúrate de revisar los permisos	1
Si no quieres perder más tiempo en trámites, Lucía es la persona que necesitas. Encuentra más sobre él en usuarioTelegram	1
Recibimos una solicitud de cambio de contraseña. Si no fuiste tú, haz clic aquí.	1
Por tu seguridad, hemos detectado una actividad sospechosa. Ingresa tus datos para verificar	1
Hace mucho que no nos vemos. ¿Te gustaría salir a tomar algo esta semana?	0
Sólo quería decirte que estuve pensando en ti. Espero que estemos en contacto pronto	0
¡Hola! Hace tiempo que no hablamos. ¿Cómo has estado?	0
Tu suscripción a la revista ha sido renovada automáticamente.	0
Recibí tu invitación para el evento en Fibertel. ¡Gracias! Confirmaré mi asistencia pronto	0
Tu cuenta ha sido comprometida. Ingresa tus credenciales aquí para verificarla.	1
Descubre cómo las criptomonedas están cambiando la forma de ganar dinero. Sigue este enlace para unirte a nuestro grupo	1
Recuerda enviar esos documentos para la próxima reunión en Twitter. ¡Gracias!	0
Participa en nuestra encuesta exclusiva y gana una tarjeta de regalo de $50. Haz clic aquí.	1
Recuerda enviar esos documentos para la próxima reunión en Fibertel. ¡Gracias!	0
La fecha límite para la tarea se ha cambiado a la próxima semana.	0
¡Gracias por compartir ese video en Twitter! Me hizo reír mucho	0
La reparación de tu coche costará $500. Por favor, confirma si estás de acuerdo.	0
Desde que descubrí este negocio, mi vida cambió. Ingresa tus datos si quieres saber más	1
¿Cómo está tu familia? Hace tiempo que no veo fotos de ellos en Twitter.	0
Tu solicitud de préstamo ha sido aprobada.	0
¿Vas a la reunión de Facebook esta noche?	0
Aquí tienes la información de la membresía que solicitaste. Saludos	0
¡Gracias por compartir ese video en Tu banco! Me hizo reír mucho	0
¡Feliz cumpleaños! Espero que estés pasando un día maravilloso. Nos vemos pronto	0
Recibimos una notificación de que Whatsapp necesita una actualización. Sigue este enlace para asegurarte de que todo funcione correctamente	1
Aquí tienes la información de la última película que solicitaste. Saludos	0
Recuerda enviar esos documentos para la próxima reunión en Twitter. ¡Gracias!	0
